entity_name	entity_name_fb	freebase_mid
['Jovan Belcher']	not_linked	not_linked
['Juan Carlos Varela']	not_linked	not_linked
['Juan Manuel Santos']	Giovani_dos_Santos	/m/083qy7
['Juan Ponce de León']	Miguel_de_Cervantes	/m/04xjp
['Judaism']	Judaism-GB	/m/03_gx
['Judea']	not_linked	not_linked
['Judi Dench']	Judi_Dench	/m/0lpjn
['Judy Collins']	Joan_Collins	/m/0dx_q
['Judy Garland']	Judy_Garland	/m/0g10g
['Juice']	not_linked	not_linked
['Jules Verne']	Jules_Verne	/m/04093
['Julia Gillard']	not_linked	not_linked
['Julia Roberts']	Julia_Roberts	/m/046zh
['Julian Clary']	not_linked	not_linked
['Julian Fellowes']	Julian_Fellowes	/m/05mcjs
['Julian Lennon']	John_Lennon	/m/01vsl3_
['Julie Andrews']	Julie_Andrews	/m/0kftt
['Julius Caesar']	Julius_Caesar	/m/041wm
['Jumanji']	not_linked	not_linked
['Juneau']	Juneau	/m/0l_q9
['Juni Cortez']	not_linked	not_linked
['Justin Bieber']	Justin_Bieber	/m/06w2sn5
['Juventus F.C.']	Juventus_F.C.	/m/045xx
['Jörn Weisbrodt']	not_linked	not_linked
['KFC']	not_linked	not_linked
['KITT']	not_linked	not_linked
['KV62']	not_linked	not_linked
['Kahuku High & Intermediate School']	Punahou_School	/m/02d9nr
['Kailua']	not_linked	not_linked
['Kakadu National Park']	not_linked	not_linked
['Kaká']	not_linked	not_linked
['Kaley Cuoco']	Kaley_Cuoco	/m/03kxp7
['Kalmia latifolia']	not_linked	not_linked
['Kansas City Chiefs']	Kansas_City_Chiefs	/m/0487_
['Kansas City Royals']	Kansas_City_Royals	/m/049n7
['Kansas City']	Kansas_City	/m/0tcj6
['Kansas']	Kansas	/m/0488g
['Kapilavastu']	not_linked	not_linked
['Kaplan University']	not_linked	not_linked
['Kareem Abdul-Jabbar']	Kareem_Abdul-Jabbar	/m/049sb
['Karl Benz']	not_linked	not_linked
['Karl Marx']	Karl_Marx	/m/048cl
['Karlsruhe Institute of Technology']	Technical_University_of_Munich	/m/01z3bz
['Karnak']	not_linked	not_linked
['Kat Dennings']	Diane_Keaton	/m/01csvq
['Kate Bosworth']	not_linked	not_linked
['Kate Chopin']	not_linked	not_linked
['Kate Gosselin']	Kate_Flannery	/m/0cj36c
['Kate Spade']	not_linked	not_linked
['Kate Winslet']	Kate_Winslet	/m/0dvld
['Kateri Tekakwitha']	not_linked	not_linked
['Katherine Heigl']	Katherine_Heigl	/m/025b5y
['Katherine Jackson']	not_linked	not_linked
['Katherine Jenkins']	not_linked	not_linked
['Katy Perry']	Katy_Perry	/m/03y82t6
['Kauai']	not_linked	not_linked
['Kaya Scodelario']	not_linked	not_linked
['Keisuke Honda']	not_linked	not_linked
['Kellan Lutz']	not_linked	not_linked
['Kellie Martin']	Kellie_Martin	/m/03kcyd
['Kelly Clarkson']	Kelly_Clarkson	/m/025ldg
['Kelly Slater']	not_linked	not_linked
['Ken Jenkins']	not_linked	not_linked
['Ken Whisenhunt']	not_linked	not_linked
['Kenickie Murdoch']	not_linked	not_linked
['Kennedy family']	not_linked	not_linked
['Kenneth Parcell']	not_linked	not_linked
['Kenny Everett']	not_linked	not_linked
['Keno Waitress']	not_linked	not_linked
['Kentucky']	Kentucky	/m/0498y
['Kenwood Academy']	not_linked	not_linked
['Kenya Moore']	not_linked	not_linked
['Kenya']	Kenya	/m/019rg5
['Kenyan shilling']	not_linked	not_linked
['Kerry Collins']	Michael_Collins	/m/0pv54
['KevJumba']	not_linked	not_linked
['Kevin Costner']	Kevin_Costner	/m/0127m7
['Kevin Durant']	not_linked	not_linked
['Kevin Garnett']	Kevin_Garnett	/m/02lm0t
['Kevin Hart']	not_linked	not_linked
['Kevin James']	Kevin_James	/m/03xb2w
['Kevin Jonas']	Kevin_Jonas	/m/04d_mtq
['Kevin Love']	not_linked	not_linked
['Keyshia Cole']	Natalie_Cole	/m/026spg
['Khadīja bint Khuwaylid']	not_linked	not_linked
['Khartoum']	not_linked	not_linked
['Khloé Kardashian']	Kim_Kardashian	/m/0261x8t
['Kia Motors']	Jeonbuk_Hyundai_Motors	/m/0425yz
['Kiev']	Kiev	/m/02sn34
['Kilkea']	not_linked	not_linked
['Kim Dae-jung']	Kim_Yoon-jin	/m/044n3h
['Kim Delaney']	not_linked	not_linked
['Kim Jong-il']	not_linked	not_linked
['Kim Jong-un']	not_linked	not_linked
['Kim Kardashian']	Kim_Kardashian	/m/0261x8t
['Kim Richards']	not_linked	not_linked
['Kim']	not_linked	not_linked
['Kimberly Williams-Paisley']	Corinne_Bailey_Rae	/m/0b68vs
['King Charles Spaniel']	not_linked	not_linked
['King Edward VI School, Stratford-upon-Avon']	Stratford-upon-Avon	/m/0g251
['Kingdom of Israel']	not_linked	not_linked
['Kingdom of Portugal']	Kingdom_of_Portugal	/m/0285m87
['Kingdom of the Netherlands']	Kingdom_of_the_Netherlands	/m/049nq
['Kingston']	Kingston	/m/01mgsn
['Kirk Cameron']	not_linked	not_linked
['Kirk Hammett']	not_linked	not_linked
['Kirkcaldy']	Kirkcaldy	/m/01zrs_
['Kirsten Dunst']	Kirsten_Dunst	/m/04fzk
['Kirsten Storms']	not_linked	not_linked
['Knight Rider']	not_linked	not_linked
['Knossos']	not_linked	not_linked
['Knox Overstreet']	not_linked	not_linked
['Kobe Bryant']	Kobe_Bryant	/m/01kmd4
['Kourtney Kardashian']	Kim_Kardashian	/m/0261x8t
['Kovu']	not_linked	not_linked
['Krabi']	not_linked	not_linked
['Kris Humphries']	not_linked	not_linked
['Kristen Bell']	Kristen_Bell	/m/04qt29
['Kristen Stewart']	Kristen_Stewart	/m/07swvb
['Kristin Richard']	not_linked	not_linked
['Kroy Biermann']	not_linked	not_linked
['Ku Klux Klan']	not_linked	not_linked
['Kurds']	not_linked	not_linked
['Kurt Busch']	not_linked	not_linked
['Kurt Cobain']	Kurt_Cobain	/m/0484q
['Kurt Vonnegut']	Kurt_Vonnegut	/m/049gc
['Kurt Warner']	not_linked	not_linked
['Kyla Ross']	not_linked	not_linked
['Köping']	not_linked	not_linked
['L. Frank Baum']	L._Frank_Baum	/m/04mby
['LA Galaxy']	LA_Galaxy	/m/01k2yr
['LaDainian Tomlinson']	not_linked	not_linked
['Laborer']	not_linked	not_linked
['Lacey Chabert']	Lacey_Chabert	/m/02k4b2
['Laci Peterson']	not_linked	not_linked
['Lady Bird Johnson']	not_linked	not_linked
['Lagos']	Lagos	/m/0lnfy
['Laguna Beach: The Real Orange County']	Laguna_Beach	/m/0r2gj
['Lajos Kossuth']	not_linked	not_linked
['Lake Havasu City']	not_linked	not_linked
['Lake Merritt']	not_linked	not_linked
['Lake Tear of the Clouds']	not_linked	not_linked
['Lake Victoria']	not_linked	not_linked
['Lake Waynoka, Ohio']	Lake_Michigan	/m/04kcn
['Lakeside School']	not_linked	not_linked
['Lakewood Church Central Campus']	not_linked	not_linked
['Lakota people']	Sioux	/m/0fk3s
['Lamar Odom']	Lamar_Odom	/m/02_nkp
['Lamar Sally']	not_linked	not_linked
['Lancaster']	Lancaster	/m/0l4vc
['Lance Armstrong']	not_linked	not_linked
['Lando Calrissian']	not_linked	not_linked
['Langston Hughes']	not_linked	not_linked
['Lanzarote']	not_linked	not_linked
['Laos']	Laos	/m/04hhv
['Larry David']	Larry_David	/m/0q9zc
['Larry Ellison']	not_linked	not_linked
['Larry Hagman']	Larry_Hagman	/m/01vyv9
['Las Vegas']	Las_Vegas	/m/0cv3w
['Lassen Peak']	not_linked	not_linked
['Latin America']	Latin_America	/m/04pnx
['Latin Language']	Latin_Language	/m/04h9h
['Laughlin']	not_linked	not_linked
['Laura Bush']	not_linked	not_linked
['Laura Chinchilla']	not_linked	not_linked
['Laura Ingalls Wilder']	not_linked	not_linked
['Lauren Conrad']	Lauren_Katherine_Conrad	/m/0dq9wx
['Lawrence E. Roberts']	Eric_Roberts	/m/023nlj
['Lawton']	Lawton	/m/0z53k
['Lawyer']	Lawyer	/m/04gc2
['Le Mans']	Le_Mans_FC	/m/0690ct
['LeAnn Rimes']	LeAnn_Rimes	/m/01fkxr
['LeBron James']	LeBron_James	/m/01jz6d
['Lea Michele']	Lea_Michele	/m/02qw2xb
['Lebanon']	Lebanon	/m/04hqz
['Lechitic languages']	not_linked	not_linked
['Lee Corso']	not_linked	not_linked
['Lee County']	Lee_County	/m/0jrjb
['Lee Harvey Oswald']	not_linked	not_linked
['Lee Mead']	not_linked	not_linked
['Leesburg']	not_linked	not_linked
['Leia Organa']	not_linked	not_linked
['Leif Eriksson']	not_linked	not_linked
['Leland Blaine Chapman']	not_linked	not_linked
['Lenny Kravitz']	Lenny_Kravitz	/m/0161sp
['Leo Howard']	not_linked	not_linked
['Leonardo da Vinci']	Leonardo_da_Vinci	/m/04lg6
['Leonel Fernández']	not_linked	not_linked
['Leonidas I']	not_linked	not_linked
['Leonor Ponce de León']	Miguel_de_Cervantes	/m/04xjp
['Les Invalides']	not_linked	not_linked
['Leslie David Baker']	Leslie_David_Baker	/m/0cnl09
['Lexington']	Lexington	/m/01lxw6
['Liam Hemsworth']	not_linked	not_linked
['Liam Neeson']	Liam_Neeson	/m/0h5g_
['Libya']	Libya	/m/04gqr
['Libyan Civil War']	Libyan_Civil_War	/m/0gfhg1y
['Life of Franz Liszt']	Franz_Liszt	/m/0hqgp
['Lil Wayne']	Lil_Wayne	/m/016kjs
['Lily Collins']	Lily_Allen	/m/0czkbt
['Lincoln Steffens']	not_linked	not_linked
['Linda Cardellini']	Linda_Cardellini	/m/02pjvc
['Lindsay Lohan']	Lindsay_Lohan	/m/01pgzn_
['Lindsey Buckingham']	not_linked	not_linked
['Lionel Messi']	Lionel_Messi	/m/06qjgc
['Lisa Bonet']	not_linked	not_linked
['Little Rock']	Little_Rock	/m/0ftvg
['Littleton']	not_linked	not_linked
['Liv Tyler']	Liv_Tyler	/m/01rh0w
['Liverpool F.C.']	Liverpool_F.C.	/m/04ltf
['Liverpool']	Liverpool	/m/04lh6
['Liz Lemon']	not_linked	not_linked
['Liz McClarnon']	not_linked	not_linked
['Lleyton Hewitt']	not_linked	not_linked
['Logan Browning']	not_linked	not_linked
['Logan Lerman']	not_linked	not_linked
['Lois Griffin']	not_linked	not_linked
['Lois Lane']	not_linked	not_linked
['Lola Bunny']	not_linked	not_linked
['Lola Glaudini']	not_linked	not_linked
['London Heathrow Airport']	London_Heathrow_Airport	/m/03jn4
['London']	London	/m/0b1t1
['Lord Voldemort']	not_linked	not_linked
['Lords of Dogtown']	Lords_of_Dogtown	/m/05n6sq
['Loretta Woods']	not_linked	not_linked
['Lorne']	not_linked	not_linked
['Los Angeles Angels of Anaheim']	Los_Angeles_Angels_of_Anaheim	/m/04wmvz
['Los Angeles Chargers']	San_Diego_Chargers	/m/06rpd
['Los Angeles Clippers']	Los_Angeles_Clippers	/m/0jmjr
['Los Angeles County']	Los_Angeles_County	/m/0kpys
['Los Angeles Dodgers']	Los_Angeles_Dodgers	/m/04mjl
['Los Angeles Kings']	Los_Angeles_Kings	/m/0jnq8
['Los Angeles Lakers']	Los_Angeles_Lakers	/m/0jmk7
['Los Angeles']	Los_Angeles	/m/030qb3t
['Lost']	Lost	/m/0828jw
['Louis Armstrong']	Louis_Armstrong	/m/04n32
['Louis Riel']	not_linked	not_linked
['Louis Sachar']	not_linked	not_linked
['Louis XIV of France']	Louis_XIV_of_France	/m/04pwg
['Louis XVI of France']	Louis_XIV_of_France	/m/04pwg
['Louisiana']	Louisiana	/m/04ly1
['Louisville']	Louisville	/m/0f__1
['Lower Merion High School']	Lowell_High_School	/m/04s934
['Lucille Ball']	Lucille_Ball	/m/04nw9
['Lucy Hale']	Lucy_Lawless	/m/01r9md
['Lucy Lawless']	Lucy_Lawless	/m/01r9md
['Lucy Punch']	not_linked	not_linked
['Ludwig van Beethoven']	Ludwig_van_Beethoven	/m/04k15
['Luis Suárez']	not_linked	not_linked
['Luitgard']	not_linked	not_linked
['Luke Air Force Base']	not_linked	not_linked
['Luke Bryan']	Bob_Bryan	/m/069d68
['Luke Perry']	not_linked	not_linked
['Luke Skywalker']	not_linked	not_linked
['Lung cancer']	Lung_cancer	/m/04p3w
['Lymphoma']	Lymphoma	/m/0jdk0
['Lyndon B. Johnson']	Lyndon_B._Johnson	/m/0f7fy
['Lynwood']	Lynwood	/m/0r0ls
['M&T Bank Stadium']	not_linked	not_linked
['M. C. Escher']	not_linked	not_linked
['MTS Iceplex']	not_linked	not_linked
['MTV Video Music Award']	MTV_Video_Music_Award_for_Video_of_the_Year	/m/02f5qb
['MTV']	MTV	/m/04rqd
['Maasai Language']	Swahili_Language	/m/071fb
['Maasai people']	not_linked	not_linked
['Madagascar']	Madagascar	/m/01sbv9
['Maddie Briann Aldridge']	not_linked	not_linked
['Madeira']	not_linked	not_linked
['Madison County']	Madison_County	/m/0nv99
['Madison Square Garden']	not_linked	not_linked
['Madonna']	Madonna	/m/01vs_v8
['Madrid']	Madrid	/m/056_y
['Madrigal de las Altas Torres']	not_linked	not_linked
['Maggie Simpson']	not_linked	not_linked
['Magic Johnson']	Magic_Johnson	/m/095nx
['Magnifying glass']	not_linked	not_linked
['Maharashtra']	Maharashtra	/m/055vr
['Major League Baseball']	Baseball	/m/018jz
['Majorca']	not_linked	not_linked
['Makati']	Makati	/m/01dvzy
['Malaysia Time Zone']	not_linked	not_linked
['Malaysia']	Malaysia	/m/09pmkv
['Malaysian ringgit']	not_linked	not_linked
['Malcolm X']	Malcolm_X	/m/01rwyq
['Malcom Floyd']	not_linked	not_linked
['Maldives']	Maldives	/m/04ty8
['Maldivian rufiyaa']	not_linked	not_linked
['Mali']	Ali	/m/01719t
['Malta']	Malta	/m/04v3q
['Man of Steel']	Man_of_Steel	/m/0gjc4d3
['Manatee County']	Duval_County	/m/0jhz_
['Manchester United F.C.']	Manchester_United_F.C.	/m/050fh
['Manchester']	Manchester	/m/0xhj2
['Manhattan']	Manhattan	/m/0jyx6
['Manny Pacquiao']	not_linked	not_linked
['Manny Ramirez']	not_linked	not_linked
['Maple Leaf Sports & Entertainment']	not_linked	not_linked
['Marc Blucas']	not_linked	not_linked
['Marc Chagall']	not_linked	not_linked
['Marco Polo']	not_linked	not_linked
['Marco Rubio']	not_linked	not_linked
['Margaret Hoover']	Herbert_Hoover	/m/03kdl
['Margarete Boden']	not_linked	not_linked
['Margot Kidder']	Margot_Kidder	/m/04mlmx
['Margrethe II of Denmark']	not_linked	not_linked
['Maria Sharapova']	not_linked	not_linked
['Maria Theresa']	not_linked	not_linked
['Maricopa County']	Maricopa_County	/m/0m27n
['Marie Curie']	not_linked	not_linked
['Marilyn Monroe']	Marilyn_Monroe	/m/04wqr
['Marin County']	Marin_County	/m/0l2hf
['Mario Lopez']	Mario_López	/m/02w5q6
['Marion Barber III']	Gary_Barber	/m/027z0pl
['Mark David Chapman']	Michael_Chapman	/m/0b9l3x
['Mark Hamill']	Mark_Hamill	/m/0154d7
['Mark Harmon']	Mark_Harmon	/m/037gjc
['Mark McGwire']	not_linked	not_linked
['Mark Sanchez']	not_linked	not_linked
['Mark Twain']	Mark_Twain	/m/014635
['Mark Zuckerberg']	not_linked	not_linked
['Markieff Morris']	not_linked	not_linked
['Marlee Matlin']	Marlee_Matlin	/m/018z_c
['Marlins Park']	not_linked	not_linked
['Marlon Brando']	Marlon_Brando	/m/04__f
['Marshall Bruce Mathers III']	not_linked	not_linked
['Marta']	not_linked	not_linked
['Martin Cooper']	not_linked	not_linked
['Martin Luther King, Jr. National Historic Site']	not_linked	not_linked
['Martin Luther King, Jr.']	Martin_Luther_King,_Jr.	/m/051cc
['Martin Luther']	Martin_Luther_King,_Jr.	/m/051cc
['Martin Sheen']	Martin_Sheen	/m/0hvb2
['Marton']	not_linked	not_linked
['Marty McFly']	not_linked	not_linked
['Marvin Eriksen Sr.']	not_linked	not_linked
['Mary Bell']	not_linked	not_linked
['Mary Harris Jones']	Shirley_Jones	/m/01tl50z
['Mary I of England']	Elizabeth_I	/m/0bbm7r
['Mary Kay Ash']	not_linked	not_linked
['Mary Kay']	Mary_Kay_Place	/m/053y4h
['Mary Mary']	Mary	/m/04n7gc6
['Mary McLeod Bethune']	Mary_McDonnell	/m/02js9p
['Mary Poppins']	Mary_Poppins	/m/0kcn7
['Mary Shelley']	Mary_Shelley	/m/04_by
['Mary Todd Lincoln']	Abraham_Lincoln	/m/0gzh
['Mary Wollstonecraft']	Mary_Shelley	/m/04_by
['Mary']	Mary	/m/04n7gc6
['Mary, Queen of Scots']	not_linked	not_linked
['Maryland']	Maryland	/m/04rrd
['Marymount High School']	Loyola_Marymount_University	/m/01bzw5
['Maryville']	not_linked	not_linked
['Mason Capwell']	not_linked	not_linked
['Massachusetts']	Massachusetts	/m/05k7sb
['Mathew Brady']	not_linked	not_linked
['Matt Barnes']	not_linked	not_linked
['Matt Bomer']	not_linked	not_linked
['Matt Bryant']	not_linked	not_linked
['Matt Dallas']	not_linked	not_linked
['Matt Damon']	Matt_Damon	/m/0169dl
['Matt Lanter']	not_linked	not_linked
['Matt Lauer']	Matt_Lauer	/m/049_zz
['Matt Mead']	not_linked	not_linked
['Matt Schaub']	not_linked	not_linked
['Matt Stone']	Matt_Stone	/m/01_x6d
['Matthew the Apostle']	not_linked	not_linked
['Matthias Jakob Schleiden']	not_linked	not_linked
['Maui']	Maui	/m/0jbs5
['Maule Region']	not_linked	not_linked
['Mauritian rupee']	Indian_rupee	/m/02gsvk
['Mauritius']	Mauritius	/m/04vs9
['Max Shreck']	not_linked	not_linked
['Maya Angelou']	Maya_Angelou	/m/01q9b9
['Maya Moore']	Maya_Angelou	/m/01q9b9
['Mayor of London']	not_linked	not_linked
['Mazie Hirono']	not_linked	not_linked
['Mecca']	Mecca	/m/058wp
['Mecklenburg County']	Mecklenburg_County	/m/025rst1
['Mediterranean Sea']	Mediterranean_Sea	/m/04swx
['Meg Griffin']	not_linked	not_linked
['Mekong']	not_linked	not_linked
['Mel Carnahan']	not_linked	not_linked
['Melba Pattillo Beals']	not_linked	not_linked
['Melbourne']	Melbourne	/m/0chgzm
['Mellody Hobson']	not_linked	not_linked
['Memphis']	Memphis	/m/0c_m3
['Meningioma']	not_linked	not_linked
['Menlo Park']	Menlo_Park	/m/0qcrj
['Mercedes-Benz Superdome']	not_linked	not_linked
['Meredith Grey']	not_linked	not_linked
['Meriadoc Brandybuck']	not_linked	not_linked
['Merrell']	not_linked	not_linked
['Mesopotamia']	not_linked	not_linked
['Metallica']	Metallica	/m/04rcr
['Metaphysical poets']	not_linked	not_linked
['Methodism']	Methodism	/m/051kv
['Mexican peso']	not_linked	not_linked
['Mexico City']	Mexico_City	/m/04sqj
['Mexico']	Mexico	/m/0b90_r
['Miami Dolphins']	Miami_Dolphins	/m/04vn5
['Miami Heat']	Miami_Heat	/m/0jm2v
['Miami Marlins']	Miami_Marlins	/m/02__x
['Miami University']	Miami_University	/m/01r3y2
['Miami']	Miami	/m/0f2v0
['Michael Bloomberg']	not_linked	not_linked
['Michael Bublé']	not_linked	not_linked
['Michael Clarke Duncan']	Michael_Clarke_Duncan	/m/02lkcc
['Michael Connor Humphreys']	not_linked	not_linked
['Michael Crabtree']	not_linked	not_linked
['Michael J. Fox']	Michael_J._Fox	/m/0hz_1
['Michael Jackson']	Michael_Jackson	/m/09889g
['Michael Jordan']	Michael_Jordan	/m/054c1
['Michael Oher']	not_linked	not_linked
['Michael Rosenbaum']	Michael_Rosenbaum	/m/0q1lp
['Michael S. Dell']	not_linked	not_linked
['Michael Schumacher']	Joel_Schumacher	/m/01p6xx
['Michael Vick']	not_linked	not_linked
['Michael Weatherly']	not_linked	not_linked
['Michael Williams']	Michael_K._Williams	/m/0fx0mw
['Michelangelo']	Michelangelo	/m/058w5
['Michelle Obama']	Michelle_Forbes	/m/01541z
['Michelle Pfeiffer']	Michelle_Pfeiffer	/m/0gx_p
['Michigan State Spartans football']	Michigan_State_Spartans_football	/m/0ft5vs
['Michigan State University']	Michigan_State_University	/m/01j_cy
['Michigan Wolverines football']	Michigan_Wolverines_football	/m/0fsb_6
['Michigan']	Michigan	/m/04rrx
['Mickey Horton']	not_linked	not_linked
['Mickey Mouse']	Mickey_Mouse	/m/057ph
['Microsoft Corporation']	Microsoft_Corporation	/m/04sv4
['Microsoft Windows']	Microsoft_Windows	/m/04r_8
['Middle East']	Middle_East	/m/04wsz
['Midland']	Midland	/m/013dy7
['Midlothian']	not_linked	not_linked
['Midwestern United States']	not_linked	not_linked
['Mighty Morphin Power Rangers']	Mighty_Morphin_Power_Rangers	/m/017dcd
['Mike Fisher']	not_linked	not_linked
['Mike Huckabee']	not_linked	not_linked
['Mike Leach']	not_linked	not_linked
['Mike Matheny']	not_linked	not_linked
['Mike Piazza']	Vincent_Piazza	/m/040981l
['Mike Tomlin']	not_linked	not_linked
['Mike Wright']	not_linked	not_linked
['Mikhail Danilov']	not_linked	not_linked
['Mila Kunis']	Mila_Kunis	/m/023v4_
['Miles Davis']	Miles_Davis	/m/053yx
['Miley Cyrus']	Miley_Cyrus	/m/0bdxs5
['Military Commander']	not_linked	not_linked
['Milk']	Milk	/m/03hkch7
['Miller County']	Allen_County	/m/0ntpv
['Miller Park']	not_linked	not_linked
['Milwaukee Brewers']	Milwaukee_Brewers	/m/051vz
['Milwaukee']	Milwaukee	/m/0dyl9
['Minato']	Minato	/m/024bqj
['Minneapolis']	Minneapolis	/m/0fpzwf
['Minnesota Timberwolves']	Minnesota_Timberwolves	/m/0jmgb
['Minnesota Vikings']	Minnesota_Vikings	/m/051q5
['Minnesota']	Minnesota	/m/04ykg
['Miranda Otto']	Miranda_Otto	/m/0294fd
['Mirka Federer']	not_linked	not_linked
['Miss America']	Miss_Universe	/m/013c6x
['Miss USA 1993']	Miss_Universe	/m/013c6x
['Miss USA']	Miss_Universe	/m/013c6x
['Mission Hills']	not_linked	not_linked
['Mission San Buenaventura']	not_linked	not_linked
['Mission San Gabriel Arcángel']	not_linked	not_linked
['Mission San Rafael Arcángel']	San_Rafael	/m/0r1jr
['Mississippi River']	Mississippi_River	/m/04yf_
['Mississippi Valley State University']	Mississippi_State_University	/m/01dzg0
['Missouri River']	Missouri_River	/m/04ykz
['Missouri']	Missouri	/m/04ych
['Mitch Daniels']	not_linked	not_linked
['Mitch Hedberg']	not_linked	not_linked
['Mitt Romney presidential campaign, 2008']	not_linked	not_linked
['Mitt Romney']	not_linked	not_linked
['Miwok']	not_linked	not_linked
['Mobile']	Mobile	/m/058cm
['Modern Standard Arabic']	Arabic_Language	/m/0jzc
['Moisés Arias']	not_linked	not_linked
['Molly Ringwald']	not_linked	not_linked
['Mona Lisa']	Mona_Lisa	/m/016ks5
['Moncef Marzouki']	not_linked	not_linked
['Mongolia']	Mongolia	/m/04w8f
['Monica Braithwaite']	not_linked	not_linked
['Monica']	not_linked	not_linked
['Monroe County High School']	DeWitt_Clinton_High_School	/m/09r4xx
['Monsanto']	not_linked	not_linked
['Monta Ellis']	not_linked	not_linked
['Montana']	Montana	/m/050l8
['Montclair College Preparatory School']	Montclair_State_University	/m/01r47h
['Montel Williams']	not_linked	not_linked
['Montesquieu']	not_linked	not_linked
['Montgomery County']	Montgomery_County	/m/0fxz4
['Montpelier']	Montpelier	/m/0bjy7
['Montreal']	Montreal	/m/052p7
['Moorestown']	not_linked	not_linked
['Moorpark']	not_linked	not_linked
['Morgan Freeman']	Morgan_Freeman	/m/055c8
['Morgantown']	Morgantown	/m/010y34
['Moroccan dirham']	not_linked	not_linked
['Morocco']	Morocco	/m/04wgh
['Morris County']	Morris_County	/m/0n5c9
['Morrissey']	Morrissey	/m/01w524f
['Morristown']	Morristown	/m/0xr0t
['Morse code']	not_linked	not_linked
['Mossad Agent Ziva David']	not_linked	not_linked
['Mother Teresa']	not_linked	not_linked
['Mougins']	not_linked	not_linked
['Mount Everest']	not_linked	not_linked
['Mount Fuji']	not_linked	not_linked
['Mount St. Helens']	St_Helens	/m/04682_
['Mount Vernon']	Mount_Vernon	/m/0yc7f
['Mount Whitney']	not_linked	not_linked
['Mountain Time Zone']	Mountain_Time_Zone-US	/m/02hczc
['Mountain View']	Mountain_View	/m/0r6c4
['Mouse']	not_linked	not_linked
['Mozambican metical']	Mozambique	/m/04wlh
['Mozambique']	Mozambique	/m/04wlh
['Muhammad Zia-ul-Haq']	Omar_Sharif	/m/019_1h
['Muhammad in Islam']	Muhammad	/m/04s9n
['Multiple sclerosis']	Multiple_sclerosis	/m/0dcqh
['Murder']	Murder	/m/051_y
['Murray River']	not_linked	not_linked
['Murray']	not_linked	not_linked
['Muswellbrook']	not_linked	not_linked
['Mvezo']	not_linked	not_linked
['Mwinilunga']	not_linked	not_linked
['Myanmar']	Myanmar	/m/04xn_
['Myrna Colley-Lee']	Myrna_Loy	/m/012vf6
['Mysophobia']	not_linked	not_linked
['NASCAR Hall of Fame']	not_linked	not_linked
['NASDAQ']	not_linked	not_linked
['NBA Most Improved Player Award']	not_linked	not_linked
['NCIS - Season 1']	not_linked	not_linked
['NCIS - Season 3']	not_linked	not_linked
['NCIS']	not_linked	not_linked
['NPR']	NPR	/m/0c0sl
['Nadezhda Krupskaya']	not_linked	not_linked
['Nadi, Fiji']	Fiji	/m/02wt0
['Nadia Boulanger']	not_linked	not_linked
['Nagasaki']	Nagasaki	/m/05gqf
['Nancy Cartwright']	Nancy_Cartwright	/m/0sw62
['Nancy Juvonen']	not_linked	not_linked
['Nancy Pelosi']	Nancy_Pelosi	/m/012v1t
['Nancy Shevell']	not_linked	not_linked
['Naples']	Naples	/m/0rk71
['Napoleon Bonaparte']	Napoleon_Bonaparte	/m/0j5b8
['Nashville Predators']	Nashville_Predators	/m/0jnr_
['Nashville']	Nashville	/m/0j_t1
['Natalie Portman']	Natalie_Portman	/m/09l3p
['Nate Robinson']	not_linked	not_linked
['Nathan Lane']	Nathan_Lane	/m/01nxzv
['Nathan Scott']	not_linked	not_linked
['Nathaniel Hawthorne']	Nathaniel_Hawthorne	/m/05gpy
['National Anthem of Russia']	not_linked	not_linked
['National Collegiate Athletic Association']	not_linked	not_linked
['National FFA Organization']	not_linked	not_linked
['National Football League']	National_Football_League	/m/059yj
['National Rifle Association']	not_linked	not_linked
['Native Americans in the United States']	Native_Americans_in_the_United_States	/m/059_w
['Navajo people']	Indigenous_peoples_of_the_Americas	/m/0432mrk
['Nazi Germany']	Nazi_Germany	/m/059z0
['Near East']	not_linked	not_linked
['Nebraska']	Nebraska	/m/05fhy
['Ned Kelly']	Ned_Kelly	/m/04z4j2
['Neil Abercrombie']	not_linked	not_linked
['Neil Armstrong']	not_linked	not_linked
['Neil Gaiman']	Neil_Gaiman	/m/05jm7
['Neil Patrick Harris']	Neil_Patrick_Harris	/m/0347db
['Nelson Mandela']	Nelson_Mandela	/m/05g7q
['Nelson Rockefeller']	not_linked	not_linked
['Nepal']	Nepal	/m/016zwt
['Neptune']	The_Neptunes	/m/01yzl2
['Nero']	not_linked	not_linked
['Nestlé']	not_linked	not_linked
['Netherlands']	Netherlands	/m/059j2
['Neuss']	not_linked	not_linked
['Neutron']	not_linked	not_linked
['Nevada']	Nevada	/m/059_c
['Neverland Ranch']	not_linked	not_linked
['New Democratic Party']	Democratic_Party	/m/0d075m
['New England Patriots']	New_England_Patriots	/m/05g3b
['New England']	New_England	/m/029jpy
['New Haven']	New_Haven	/m/0f2nf
['New Jersey']	New_Jersey	/m/05fjf
['New Mexico Lobos Basketball']	Arizona_Wildcats_men's_basketball	/m/02qk2d5
['New Mexico']	New_Mexico	/m/05fjy
['New Orleans Pelicans']	New_Orleans_Pelicans	/m/0jm6n
['New Orleans Saints']	New_Orleans_Saints	/m/05g3v
['New Orleans']	New_Orleans	/m/0f2tj
