entity_name	entity_name_fb
['Ottawa']	Ottawa
['Otto Frank']	not_linked
['Ottoman Empire']	Ottoman_Empire
['Ovarian cancer']	Ovarian_cancer
['Overbrook High School']	Beverly_Hills_High_School
['Owen Schmitt']	not_linked
['Owensboro']	Owensboro
['PPL Park']	not_linked
['Pablo Picasso']	Pablo_Picasso-GB
['Pacific Ocean']	Pacific_Ocean
['Pacific Time Zone']	Pacific_Time_Zone
['Paddington']	Paddington
['Padmé Amidala']	not_linked
['Paige Matthews']	not_linked
['Painting']	Painting
['Pakistan']	Pakistan
['Palace']	not_linked
['Palestrina']	not_linked
['Palm Springs']	Palm_Springs
['Palo Alto']	Palo_Alto
['Pamela Courson']	not_linked
['Pamiers']	not_linked
['Panama Canal']	not_linked
['Panama City Beach']	Panama_City
['Panama']	Panama
['Pancreatic cancer']	Pancreatic_cancer
['Paraguay']	Paraguay
['Paraná River']	Rio_Grande_do_Sul
['Paris Saint-Germain F.C.']	Paris_Saint-Germain_F.C.
['Paris']	Paris
['Parisii']	not_linked
['Parliament of Nepal']	Nepal
['Parliamentary republic']	Parliamentary_system
['Parliamentary system']	Parliamentary_system
['Pat Nixon']	Nixon
['Patrick Henry']	not_linked
['Patrick Swayze']	Patrick_Swayze
['Paul Blart: Mall Cop']	not_linked
['Paul Fusco']	not_linked
['Paul Keating']	not_linked
['Paul McCartney']	Paul_McCartney
['Paul Revere']	not_linked
['Paul Rudd']	Paul_Rudd
['Paul Ryan']	not_linked
['Paul Teutul, Jr.']	not_linked
['Paul Wesley']	not_linked
['Paul the Apostle']	Paul
['Paula Deen']	not_linked
['Pauley Perrette']	not_linked
['Paulina Gretzky']	not_linked
['Pavlova']	not_linked
['Peeta Mellark']	not_linked
['Penelope Scotland Disick']	not_linked
['Pennsylvania State University']	Pennsylvania_State_University
['Pennsylvania']	Pennsylvania
['Penny']	not_linked
['Peoria']	Peoria
['Pepsi Center']	not_linked
['Percy Jackson']	Percy_Jackson_&_the_Olympians:_The_Lightning_Thief
['Perpignan']	not_linked
['Persian Language']	Persian_Language
['Perth']	Perth
['Peru']	Peru
['Peruvian nuevo sol']	not_linked
['Pete Rose']	not_linked
['Peter Crouch']	not_linked
['Peter Frampton']	Peter_Frampton
['Peter Griffin']	not_linked
['Peter King']	not_linked
['Petersburg High School']	Stuyvesant_High_School
['Peyton Manning']	not_linked
['Phil Harris']	not_linked
['Phil Mickelson']	not_linked
['Philadelphia 76ers']	Philadelphia_76ers
['Philadelphia Church of God']	Churches_of_Christ
['Philadelphia Eagles']	Philadelphia_Eagles
['Philadelphia Flyers']	Philadelphia_Flyers
['Philadelphia Phillies']	Philadelphia_Phillies
['Philadelphia Union']	Philadelphia_Union
['Philadelphia']	Philadelphia
['Philip II of Spain']	not_linked
['Philip the Apostle']	not_linked
['Philippine peso']	not_linked
['Philippines']	Philippines
['Phillips Exeter Academy']	Phillips_Exeter_Academy
['Phnom Penh']	Phnom_Penh
['Phoebe Halliwell']	not_linked
['Phoenicia']	not_linked
['Phoenician alphabet']	not_linked
['Phoenix Sky Harbor International Airport']	not_linked
['Phoenix Suns']	Phoenix_Suns
['Phoenix']	Phoenix
['Physician']	Physician
['Physics']	Physics
['Pinellas County']	Pinellas_County
['Pink Floyd']	Pink_Floyd
['Pinus palustris']	not_linked
['Pittsburgh Steelers']	Pittsburgh_Steelers
['Pittsburgh']	Pittsburgh
['Pixar']	Pixar
['Pixie Lott']	not_linked
['Place de la Concorde']	not_linked
['Plainfield']	Plainfield
['Plano']	Plano
['Platte County']	Genesee_County
['Plaxico Burress']	not_linked
['Pleistarchus']	not_linked
['Plymouth']	Plymouth
['Pneumonia']	Pneumonia
['Point guard']	Point_guard
['Poison']	not_linked
['Poland Seminary High School']	University_of_Warsaw
['Poland']	Poland
['Polis Massa']	not_linked
['Polish Language']	Polish_Language
['Political Science']	Political_Science
['Political corruption']	not_linked
['Politician']	not_linked
['Pope Benedict XVI']	Pope
['Pope John Paul II']	Pope
['Port Charlotte']	Charlottetown
['Port Conway']	not_linked
['Port Lavaca']	not_linked
['Port St. John']	Saint_John
['Port St. Lucie']	St._John's
['Portchester']	not_linked
['Portia Simpson-Miller']	not_linked
['Portland Press Herald']	not_linked
['Portrait']	Portrait
['Portsmouth F.C.']	Portsmouth_F.C.
['Portugal']	Portugal
['Portuguese Empire']	Kingdom_of_Portugal
['Portuguese Language']	Portuguese_Language
['Portuguese-Galician Group']	Kingdom_of_Portugal
['Post-Impressionism']	not_linked
['Potomac River']	Columbia_River
['Pound sterling']	UK_£
['Premier League Golden Boot']	not_linked
['President of Brazil']	not_linked
['President of Israel']	Yasser_Arafat
['President of Pakistan']	Omar_Sharif
['President of the United States']	President_of_the_United_States
['Preston, Lancashire']	City_of_Preston,_Lancashire
['Pretty Little Liars']	Pretty_Little_Liars
['Prime Minister of Canada']	Prime_Minister_of_Canada
['Prime Minister of Jamaica']	Prime_Minister_of_Canada
['Prime Minister of Pakistan']	Prime_Minister_of_Canada
['Princeton University']	Princeton_University
['Princeton']	Princeton
['Printing press']	not_linked
['Private Parts']	not_linked
['Priyanka Gandhi']	Gandhi
['Professor Albus Dumbledore']	not_linked
['Prostate cancer']	Prostate_cancer
['Protestant Organizations']	Protestantism
['Proto-Canaanite alphabet']	not_linked
['Province of Massachusetts Bay']	Massachusetts
['Provo']	Provo
['Psych']	Psychology
['Psychedelic Session-compilation album']	Psychedelic_rock
['Ptolemy']	not_linked
['Puerto Galera, Oriental Mindoro']	not_linked
['Puerto Rico']	Puerto_Rico
['Punahou School']	Punahou_School
['Puntland']	not_linked
['Purdue University']	Purdue_University
['Putnam County']	Putnam_County
['Pyongyang']	Pyongyang
['Pyotr Ilyich Tchaikovsky']	Pyotr_Ilyich_Tchaikovsky
['Qatar']	Qatar
['Qatari riyal']	not_linked
['Qin Shi Huang']	not_linked
['Quadrennial']	not_linked
['Quantum mechanics']	not_linked
['Quarterback']	Quarterback
['Queen Elizabeth The Queen Mother']	Elizabeth_II
['Queen Latifah']	Queen_Latifah
['Queen Lillian']	not_linked
['Queen Victoria']	Queen_Victoria
['Queensland']	Queensland
['Quentin Tarantino']	Quentin_Tarantino
['Qui-Gon Jinn']	not_linked
['Québec']	Québec
['R. Kelly']	R._Kelly
['Rabat']	Rabat
['Race car driver']	not_linked
['Rachael Biester']	not_linked
['Rachel Gatina']	not_linked
['Radio 1′s Hackney Weekend 2012']	not_linked
['Rafael Correa']	not_linked
['Rafael Furcal']	not_linked
['Rafael Nadal']	Rafael_Nadal
['Rainn Wilson']	Rainn_Wilson
['Raj Kundra']	not_linked
['Rajya Sabha']	Indian_National_Congress
['Ralph Macchio']	not_linked
['Ralph Waite']	not_linked
['Ramsey County']	Ramsey_County
['Randy Lerner']	Michael_Lerner
['Randy Savage']	not_linked
['Rangers Ballpark in Arlington']	not_linked
['Raphael']	Raphael
['Raquel Welch']	Raquel_Welch
['Rasheed Wallace']	not_linked
['Raven / Mystique']	not_linked
['Ray Allen']	Ray_Allen
['Ray Barone']	not_linked
['Ray Romano']	Ray_Romano
['Raúl Castro']	Fidel_Castro
['Raúl Ibañez']	not_linked
['Reading']	Reading
['Real Madrid C.F.']	Real_Madrid_C.F.
['Reba McEntire']	Reba_McEntire
['Rebecca Adlington']	not_linked
['Rebecca Olson Gupta']	Rebecca_Eaton
['Redmond']	not_linked
['Reed College']	Reed_College
['Reese Witherspoon']	Reese_Witherspoon
['Reggie Bush']	not_linked
['Regina Hall']	not_linked
['Renate Blauel']	not_linked
['Renesmee Carlie Cullen']	not_linked
['Renminbi']	not_linked
['Reno']	Reno
['Renée Zellweger']	not_linked
['Republic of Genoa']	Genoa
['Republic of Ireland']	Republic_of_Ireland
['Republic of Venice']	Republic_of_Venice
['Respiratory failure']	Respiratory_failure
['Reuven Rivlin']	not_linked
['Revelstoke']	not_linked
['Rich Rodriguez']	not_linked
['Richard Arkwright']	not_linked
['Richard Burton']	Richard_Burton
['Richard Hammond']	Richard_Hammond
['Richard Harris']	Richard_Harris
['Richard Marx']	Richard_Marx
['Richard Nixon']	Richard_Nixon
['Richard Pryor']	Richard_Pryor
['Richard Wagner']	Richard_Wagner
['Richard Wright']	Richard_Wright
['Richard']	not_linked
['Richmond']	Richmond
['Rick Leland']	not_linked
['Rick Perry']	not_linked
['Rick Santorum']	not_linked
['Rick Scott']	not_linked
['Rickie Fowler']	not_linked
['Right guard']	not_linked
['Rihanna']	Rihanna
['Riley Finn']	not_linked
['Ringgold High School']	Beverly_Hills_High_School
['Ringo Starr']	Ringo_Starr
['Riptide the Pelican']	not_linked
['Rita Ora']	not_linked
['River Shannon']	not_linked
['River Thames']	River_Thames
['Riviera']	not_linked
['Roald Dahl']	Roald_Dahl
['Roatán']	not_linked
['Rob Kardashian']	not_linked
['Robbie Hummel']	not_linked
['Robert Blake']	not_linked
['Robert Boyle']	Robert_F._Boyle
['Robert Burns']	George_Burns
['Robert Downey Jr.']	Robert_Downey_Jr.
['Robert E. Lee']	Robert_E._Lee
['Robert F. Kennedy']	Robert_F._Kennedy
['Robert Falcon Scott']	not_linked
['Robert Frost']	not_linked
['Robert Godley']	not_linked
['Robert Griffin III']	not_linked
['Robert H. Schuller']	Charles_M._Schulz
['Robert Hooke']	not_linked
['Robert Irvine']	not_linked
['Robert Kardashian']	not_linked
['Robert Knepper']	not_linked
['Robert Koch']	not_linked
['Robert Kraft']	not_linked
['Robert Menzies']	William_Cameron_Menzies
['Robert Pattinson']	Robert_Pattinson
['Robeson County']	Jefferson_County
['Robin Cook']	not_linked
['Robin Gibb']	Robin_Gibb
['Robin Hood: Prince of Thieves']	Robin_Hood:_Prince_of_Thieves
['Robin Roberts']	Doris_Roberts
['Robin Williams']	Robin_Williams
['Rockford']	Rockford
['Rod Stewart']	Rod_Stewart
['Roger Bacon']	Francis_Bacon
['Roger Federer']	Roger_Federer
['Roger Howarth']	not_linked
['Roger Moore']	Roger_Moore
['Roger Sherman']	Richard_M._Sherman
['Roll film']	not_linked
['Roma Termini railway station']	not_linked
['Roman Abramovich']	not_linked
['Roman Catholic Church']	Roman_Catholic_Church
['Roman Empire']	Roman_Empire
['Roman emperor']	Holy_Roman_Emperor
['Romania']	Romania
['Rome']	Rome
['Romeo']	Rome
['Romulus and Remus']	not_linked
['Ron Howard']	Ron_Howard
['Ron Jaworski']	not_linked
['Ron Livingston']	Livingston
['Ron Rivera']	not_linked
['Ron Stoppable']	not_linked
['Ronald Reagan']	Ronald_Reagan
['Ronald Searle']	not_linked
['Ronald Weasley']	not_linked
['Ronaldinho']	not_linked
['Ronaldo']	Ronaldo
['Ronnie Radke']	not_linked
['Rooney family']	not_linked
['Rosalie Hale']	not_linked
['Rosemary Clooney']	George_Clooney
['Roshon Fegan']	not_linked
['Roth IRA']	not_linked
['Rottweiler']	not_linked
['Roush Fenway Racing']	not_linked
['Roy Lichtenstein']	not_linked
['Roy Rogers']	not_linked
['Rudolf Virchow']	not_linked
['Rufus Wainwright']	Rufus_Wainwright
['Rupert Giles']	not_linked
['Rupert Murdoch']	not_linked
['Russell Wilson']	Wilson
['Russia']	Russia
['Russian Language']	Russian_Language
['Russian ruble']	not_linked
['Russian']	Russian
['Russo-Japanese War']	Second_Sino-Japanese_War
['Ruth Holdorff']	not_linked
['Rutherford B. Hayes']	not_linked
['Rwanda']	Rwanda
['Ryan Dunn']	Kevin_Dunn
['Ryan Gosling']	Ryan_Gosling
['Ryan Lochte']	not_linked
['Ryan Newman']	Chris_Newman
['Ryan Reynolds']	Ryan_Reynolds
['Ryan Seacrest']	Ryan_Seacrest
['Ryanair']	Ryanair
['S. E. Hinton']	not_linked
['Sacha Baron Cohen']	Sacha_Baron_Cohen
['Sacramento County']	Sacramento_County
['Sacramento']	Sacramento
['Sage Stallone']	not_linked
['Saguaro']	not_linked
['Sahara']	not_linked
['Saint Anne']	not_linked
['Saint James, Trinidad and Tobago']	Trinidad_and_Tobago_national_football_team
['Saint Joe River']	Missouri_River
['Saint Joseph']	Saint_Joseph
['Saint Lawrence River']	not_linked
['Saint Louis University']	Saint_Louis_University
['Saint Lucia']	Saint_Lucia
['Saint Lucy']	not_linked
['Saint Michael Parish']	Jefferson_Parish
['Saint Nicholas']	not_linked
['Saint Paul']	Saint_Paul
['Saint Peter']	not_linked
['Saint Petersburg']	Saint_Petersburg
['Saint-Domingue']	not_linked
['Saki']	not_linked
['Salamanca']	not_linked
['Salem']	Salem
['Salim Khan']	Salim_Kumar
['Salisbury']	Salisbury
['Sally Field']	Sally_Field
['Sally Pearson']	not_linked
['Salman Khan']	Salman_Khan
['Salt Lake City']	Salt_Lake_City
['Salvador Domingo Felipe Jacinto Dalí i Domènech']	not_linked
['Sam Bradford']	Bradford
['Sam Houston']	not_linked
['Sam Shepard']	Sam_Shepard
['Sami Yusuf']	not_linked
['Samir Nasri']	not_linked
['Sammy Davis, Jr.']	Sammy_Davis,_Jr.
['Sammy Hagar']	not_linked
['Samsung Group']	not_linked
['Samsung Lions']	not_linked
['Samuel Gompers']	not_linked
['Samuel Morse']	Robert_Morse
['Samuel Pepys']	not_linked
['Samuel Taylor Coleridge']	not_linked
['Samuel de Champlain']	not_linked
['San Antonio']	San_Antonio
['San Diego Chargers']	San_Diego_Chargers
['San Diego County']	San_Diego_County
['San Diego']	San_Diego
['San Francisco 49ers']	San_Francisco_49ers
['San Francisco 4th and King Street Station']	not_linked
['San Francisco Bay Area']	San_Francisco_Bay_Area
['San Francisco Giants']	San_Francisco_Giants
['San Francisco']	San_Francisco
['San Joaquin County']	San_Joaquin_County
['San Jose']	San_Jose
['San Juan']	San_Juan
['San Miguel de Allende']	San_Lorenzo_de_Almagro
['Sandra Bullock']	Sandra_Bullock
['Sanjay Gupta']	not_linked
['Santa Ana']	Santa_Ana
['Santa Clara University']	Santa_Clara_University
['Santa Claus']	not_linked
['Santi Cazorla']	not_linked
['Santiago de Cuba']	Santiago_de_Cuba
['Santo Domingo']	Santo_Domingo
['Sara Paxton']	not_linked
['Sarah Dessen']	not_linked
['Sarah Hill']	not_linked
['Sarajevo']	Sarajevo
['Saratoga']	not_linked
['Saudi Arabia']	Saudi_Arabia
['Scarecrow']	not_linked
['Scarlett Johansson']	Scarlett_Johansson
['Schenectady']	Schenectady
['School of Visual Arts']	School_of_Visual_Arts
['Scientist']	Scientist-GB
['Scotland']	Scotland
['Scott Disick']	not_linked
['Scott Joplin']	Janis_Joplin
['Scott Smith']	not_linked
['Scott Weinger']	Chris_Pronger
['Scottie Pippen']	not_linked
['Scottsdale Airport']	Scottsdale
['Scottsdale']	Scottsdale
['Seaholm High School']	Stuyvesant_High_School
['Sean Connery']	Sean_Connery
['Sean Murray']	not_linked
['Sean Payton']	not_linked
['Seattle Pilots']	not_linked
['Seattle Seahawks']	Seattle_Seahawks
['Seattle']	Seattle
['Sebastián Piñera']	not_linked
['Second Battle of Ypres']	Battle_of_the_Somme
['Sedona']	Sedona
['Seine']	not_linked
['Selena Gomez']	Selena_Gomez
['Seminole']	not_linked
['Seneca people']	Iroquois
['Senegal']	Senegal
['Seoul']	Seoul
['Serbia']	Serbia
['Serbian language']	Serbian_language
['Serena Williams']	Serena_Williams
['Sergio Agüero']	not_linked
['Sergio Romo']	not_linked
['Seth MacFarlane']	Seth_MacFarlane
['Severn']	not_linked
['Sevierville']	not_linked
['Sex and the City']	Sex_and_the_City
['Seychelles']	Seychelles
['Shakira']	Shakira
['Shania Twain']	Shania_Twain
['Shannen Doherty']	Shannen_Doherty
['Shannon Brown']	not_linked
['Shannon Estuary']	not_linked
['Shannon Hoon']	not_linked
['Shannon River']	not_linked
['Shannon Walker Williams']	JoBeth_Williams
['Shao Kahn']	not_linked
['Sharonville']	not_linked
['Shawn Johnson']	Mark_Johnson
['Shawnee Mission West High School']	DeWitt_Clinton_High_School
['Shawnee Smith']	not_linked
['Shawnee']	not_linked
['Shelby Blackstock']	not_linked
['Shelly Wright']	not_linked
['Sheree Gustin']	not_linked
['Sherlock Holmes']	Sherlock_Holmes
['Sherri Shepherd']	Sherri_Shepherd
['Sherrod Brown']	not_linked
['Sheryl Crow']	Sheryl_Crow
['Shimon Peres']	not_linked
['Shinzō Abe']	not_linked
['Shirley Temple']	Shirley_Temple
['Shiva']	not_linked
['Shlomo Wiesel']	not_linked
['Shmi Skywalker']	not_linked
['Shooting guard']	Shooting_guard
['Shoreditch']	not_linked
['Shoreview']	not_linked
['Shrewsbury Town F.C.']	Shrewsbury_Town_F.C.
['Siege of Vicksburg']	not_linked
['Sierra Nevada']	Sierra_Nevada
['Sikhism']	Sikhism
['Simba']	not_linked
['Simon Birch']	not_linked
['Singapore Zoo']	not_linked
['Singapore dollar']	not_linked
['Singapore']	Singapore
['Sioux']	Sioux
['Sir Billi']	not_linked
['Sir Ernest Shackleton']	Shackleton
['Sir Stanley Matthews']	not_linked
['Sisters of St. Joseph']	not_linked
['Sistine Chapel']	not_linked
['Sittwe']	not_linked
['Skins']	not_linked
['SkyWest Airlines']	Southwest_Airlines
['Slidell']	not_linked
['Slovakia']	Slovakia
['Smallville']	Smallville
['Smokey Robinson']	not_linked
['Snoopy']	not_linked
['Solomon']	not_linked
['Somalia']	Somalia
['Something Wicked']	not_linked
['Sonia Gandhi']	Gandhi
['Sonny Bill Williams']	not_linked
['Sony Corporation']	Sony_Corporation
['Sony Mobile Communications']	not_linked
['Sorrell Booke']	not_linked
['South Africa']	South_Africa
['South African rand']	not_linked
['South America']	South_America
['South Asia']	Southeast_Asia
['South Carolina']	South_Carolina
['South Dakota']	South_Dakota
['South Korea']	South_Korea
['South Park']	South_Park
['South Portland']	Portland
['Southampton County']	Hampshire_County
['Southampton F.C.']	Southampton_F.C.
['Southeast Asia']	Southeast_Asia
['Southern Africa']	Africa
['Southern Ocean']	Atlantic_Ocean
['Southwest Airlines']	Southwest_Airlines
['Soviet Union']	Soviet_Union
['Spain']	Spain
['Spanish Language']	Spanish_Language
['Spanish Springs']	not_linked
['Sparta']	Sparta
['Speaker of the United States House of Representatives']	Speaker_of_the_United_States_House_of_Representatives
['Special Agent Anthony DiNozzo']	not_linked
['Spencer Pratt']	not_linked
['Spike Lee']	Spike_Lee
['Spike Spiegel']	not_linked
['Sport Club Internacional']	Sport_Club_Internacional
['Sports Authority Field at Mile High']	not_linked
['Spratly Islands']	not_linked
['Spring Valley']	not_linked
['Springfield']	Springfield
['Spud Webb']	not_linked
['Spy Kids']	Spy_Kids
['Spy Kids: All the Time in the World']	not_linked
['Sri Lanka']	Sri_Lanka
['Sri Lankan rupee']	Indian_rupee
['St Helens Park']	St_Helens
['St. Helena']	Helena
['St. James City']	Saint_John
['St. Louis Cardinals']	St._Louis_Cardinals
['St. Louis County']	St._Louis_County
['St. Louis Park']	Forest_Lawn_Memorial_Park
['St. Louis Rams']	St._Louis_Rams
['St. Louis']	St._Louis
['St. Nicholas of Myra, Bari and Manhattan: Biography of a Legend']	not_linked
['St. Paul']	Saint_Paul
['St. Pauls']	Saint_Paul
['St. Vincent–St. Mary High School']	Stuyvesant_High_School
['Staffordshire Bull Terrier']	Yorkshire_Terrier
['Stan Kroenke']	not_linked
['Stan Lee']	Stan_Lee
['Stand by Me']	Stand_by_Me
['Standard Chinese']	Standard_Mandarin
['Standard Tibetan']	not_linked
['Stanford University']	Stanford_University
['Stanley Cup Finals']	not_linked
['Stanley Cup']	not_linked
['Stanley Hudson']	not_linked
['Stanley Tucci']	Stanley_Tucci
['Star Trek: The Next Generation']	Star_Trek:_The_Next_Generation
['Star Wars Episode III: Revenge of the Sith']	Star_Wars_Episode_III:_Revenge_of_the_Sith
['Starbucks']	Starbucks
['Starvation']	not_linked
['State University of New York at Cortland']	State_University_of_New_York_at_Stony_Brook
['State of Palestine']	Mandatory_Palestine
['Staten Island']	Staten_Island
['Stephanie Rice']	not_linked
['Stephen Breyer']	not_linked
['Stephen Covey']	not_linked
['Stephen F. Austin']	not_linked
['Stephen Hawking']	Stephen_Hawking
['Stephen Ireland']	not_linked
['Stephen']	not_linked
['Stephenie Meyer']	not_linked
['Steve Beshear']	not_linked
['Steve Jobs']	Steve_Jobs
['Steve McNair']	not_linked
['Steve Nash']	not_linked
['Steve Spurrier']	not_linked
['Steve Vai']	Steve_Vai
['Steve Whitmire']	not_linked
['Steven Seagal']	Steven_Seagal
['Steven Spielberg']	Steven_Spielberg
['Steventon']	not_linked
['Stew']	not_linked
['Stewie Griffin']	not_linked
['Stockard Channing']	Stockard_Channing
['Stockholm']	Stockholm
['Stockton']	Stockton
['Stonewall Jackson']	not_linked
['Stonewall']	not_linked
['Stratford-upon-Avon']	Stratford-upon-Avon
['Stroke']	Stroke
['Sudan']	Sudan
['Summer Olympic Games']	2012_Summer_Olympics
['Super Bowl IV']	not_linked
['Super Bowl XLI']	not_linked
['Super Bowl XLIII']	not_linked
['Super Bowl XLIV']	not_linked
['Super Bowl XLVI']	not_linked
['Super Bowl XLVII']	not_linked
['Super Bowl XLVIII']	not_linked
['Super Bowl XVIII']	not_linked
['Super Bowl XXX']	not_linked
['Super Bowl XXXIII']	not_linked
['Super Bowl XXXIX']	not_linked
['Super Bowl XXXV']	not_linked
['Super Bowl XXXVII']	not_linked
['Super Bowl XXXVIII']	not_linked
['Super Bowl']	not_linked
['Super Mario Bros. 2']	not_linked
['Supreme Court of the United States']	Supreme_Court_of_Canada
['Surgical complications']	not_linked
['Susa']	not_linked
['Susan Atkins']	Eileen_Atkins
['Susan Downey']	not_linked
['Susan Saint James']	not_linked
['Suwon']	not_linked
['Suzanne Collins']	Joan_Collins
['Sweden']	Sweden
['Swedish krona']	not_linked
['Swimming']	Swimming
['Swiss franc']	not_linked
['Switzerland']	Switzerland
['Sydney']	Sydney
['Syracuse University Otto the Orange']	Syracuse_Orange_football
['Syracuse University']	Syracuse_University
['Syracuse']	Syracuse
['Syria']	Syria
['T. Boone Pickens']	James_Pickens_Jr.
['TBS']	not_linked
['Tahiti']	not_linked
['Tahnee Welch']	not_linked
['Taiwan']	Taiwan
['Taliban']	Taliban
['Tamera Mowry']	not_linked
['Tampa']	Tampa
['Tampico']	not_linked
['Taoism']	Taoism
['Tarsus']	not_linked
['Tatooine']	not_linked
['Tatyana Ali']	not_linked
['Taylor Hicks']	not_linked
['Taylor Lautner']	Taylor_Lautner
['Taylor Momsen']	not_linked
['Taylor Swift']	Taylor_Swift
['Team Penske']	not_linked
['Tecumseh']	not_linked
['Ted Bracewell']	not_linked
['Ted Kennedy']	Ted_Kennedy
['Tehran']	Tehran
['Telephone']	not_linked
['Tennessee Oilers']	Nashville_Predators
['Tennessee River']	Mississippi_River
['Tennessee Titans']	Tennessee_Titans
['Tennessee Williams']	Tennessee_Williams
['Tennessee']	Tennessee
['Tennis player']	Tennis
['Terrell Owens']	not_linked
['Terry Waite']	not_linked
['Tex Beneke']	not_linked
['Texaco']	not_linked
['Texarkana, Arkansas']	Texarkana
['Texas Rangers']	Texas_Rangers
['Texas Tech University']	Texas_Tech_University
['Texas']	Texas
['Thai Language']	Thai_Language
['Thai baht']	not_linked
['Thailand']	Thailand
['Thames Head']	not_linked
['The 500 Hats of Bartholomew Cubbins']	not_linked
['The Avengers']	The_Avengers
['The Big Valley']	not_linked
['The Bold and the Beautiful']	The_Bold_and_the_Beautiful
['The Dukes of Hazzard']	The_Dukes_of_Hazzard
['The Emperor']	not_linked
['The Grapes of Wrath']	The_Grapes_of_Wrath
['The Hunger Games']	The_Hunger_Games
['The Jeffersons']	not_linked
['The L Word']	not_linked
['The Legend of Zelda']	not_linked
['The Lion King']	The_Lion_King
['The London 2012 Summer Olympics']	2012_Summer_Olympics
['The Lord of the Rings: The Return of the King']	The_Lord_of_the_Rings:_The_Return_of_the_King
['The Louvre']	The_Louvre
['The Mortal Instruments: City of Bones']	not_linked
['The Muppets']	The_Muppets
['The Office']	The_Office
['The Omen']	not_linked
['The Parent Trap']	The_Parent_Trap
['The Reader']	The_Reader
['The Rev']	not_linked
['The Santa Clause']	The_Santa_Clause_2
['The School of Athens']	National_and_Kapodistrian_University_of_Athens
['The Sea of Monsters']	not_linked
['The Shape']	not_linked
['The Social Network']	The_Social_Network
['The Suite Life on Deck']	not_linked
['The US Open (Tennis)']	not_linked
['The Wall Street Journal']	The_New_York_Times
['The Walt Disney Company']	The_Walt_Disney_Company
['The Wire']	The_Wire
['The Wizard of Oz']	The_Wizard_of_Oz
['The X Factor (UK) - Season 6']	The_X_Factor_(UK)
['The X-Files']	The_X-Files
['The Young and the Restless']	The_Young_and_the_Restless
['Theatre of Pompey']	not_linked
['Theatre']	Theatre
['Theodor Schwann']	not_linked
['Theodor Seuss Geisel']	Dr._Seuss
['Theodore Lesieg']	not_linked
['Theodore Roosevelt']	Theodore_Roosevelt
['Thomas Cromwell']	James_Cromwell
['Thomas Edison']	Thomas_Edison
['Thomas Hobbes']	Thomas_Hobbes
['Thomas Jefferson']	Thomas_Jefferson
['Thomas Paine']	not_linked
['Thomas Robert Malthus']	not_linked
['Thomaston']	not_linked
['Thor Heyerdahl']	not_linked
['Thundar']	not_linked
['Tia Mowry']	not_linked
['Tiberius']	not_linked
['Tibetan alphabet']	not_linked
['Tibetan people']	Tibet
['Tight end']	Tight_end
['Tim Allen']	Tim_Allen
['Tim Cook']	not_linked
['Tim Duncan']	Tim_Duncan
['Tim Gunn']	not_linked
['Tim Howard']	not_linked
['Tim McGraw']	Tim_McGraw
['Tim Roth']	Tim_Roth
['Tim Tebow']	not_linked
['Time Warner']	Time_Warner
['Timor-Leste']	Timor-Leste
['Timothy Hutton']	Timothy_Hutton
['Timothy McGee']	not_linked
['Timothy McVeigh']	not_linked
['Timothy Omundson']	not_linked
['Tina Turner']	Tina_Turner
['Tirana']	Tirana
['To Kill a Mockingbird']	To_Kill_a_Mockingbird
['Todd Haberkorn']	not_linked
['Tom Brady']	Tom_Brady
['Tom Corbett']	John_Corbett
['Tom Cruise']	Tom_Cruise
['Tom Hanks']	Tom_Hanks
['Tom Hardy']	Tom_Hardy
['Tom Landry']	not_linked
['Tom Thibodeau']	not_linked
['Tommy Emmanuel']	not_linked
['Tommy Steele']	not_linked
['Tomtom Nv']	not_linked
['Toni Braxton']	Toni_Braxton
['Tony Romo']	not_linked
['Tony Sparano']	not_linked
['Toronto Blue Jays']	Toronto_Blue_Jays
['Toronto Maple Leafs']	Toronto_Maple_Leafs
['Toronto']	Toronto
['Toussaint Charbonneau']	not_linked
['Toussaint Louverture']	not_linked
['Tower of London']	Tower_of_London
['Toy Story 3']	Toy_Story_3
['Track and field athlete']	Track_and_field_athletics
['Track and field athletics']	Track_and_field_athletics
['Tracy Pollan']	not_linked
['Traffic collision']	Traffic_collision
['Traitor']	not_linked
['Trans World Airlines']	Pan_American_World_Airways
['Transmission Control Protocol']	not_linked
['Travis Fimmel']	not_linked
['Treaty of Versailles']	not_linked
['Trenton']	Trenton
['Trey Parker']	Trey_Parker
['Trey Songz']	not_linked
['Trinity College, Cambridge']	Trinity_College,_Cambridge
['Trisha Yearwood']	Trisha_Yearwood
['Troy Aikman']	not_linked
['Troy']	Troy
['Tuberculosis']	Tuberculosis
['Tucson']	Tucson
['Tulane University']	Tulane_University
['Tunisia']	Tunisia
['Tunisian dinar']	not_linked
['Tupac Shakur']	Tupac_Shakur
['Tupelo']	Tupelo
['Turin']	Turin
['Turkey']	Turkey
['Turkish Language']	Turkish_Language
['Turkish lira']	not_linked
['Turkish people']	not_linked
['Tutankhamun']	not_linked
['Tutsi']	not_linked
['Twilight']	Twilight
['Ty Murray']	not_linked
['Tyrese Gibson']	Tyrese_Gibson
['Tyson Chandler']	Kyle_Chandler
['UCLA Bruins football']	UCLA_Bruins_football
['UEFA Euro 2012']	UEFA
['UNESCO']	not_linked
['UNICEF']	not_linked
['US President']	President_of_the_United_States
